path	size	first_line
./SOURCEA_AGENCY_PRODUCT_DEMO_SCRIPT_LOCKED_v1.md	8.0K	# SourceA Agency Product Demo Script — LOCKED v1
./SOURCEA_AGENTIC_ENFORCEMENT_STACK_LOCKED_v2.md	8.0K	# SourceA — Agentic enforcement stack (LOCKED v2)
./SOURCEA_AGENTIC_LAYER_STACK_LOCKED_v2.md	8.0K	# SourceA — Agentic layer stack (LOCKED v2)
./SOURCEA_ANTI_STALENESS_AUTO_WIRE_LAYER_SYNC_LOCKED_v1.md	4.0K	# Anti-staleness auto wire — layer sync law (LOCKED v1)
./SOURCEA_ANTI_STALENESS_MACHINE_ENFORCEMENT_PLAN_LOCKED_v1.md	 12K	# SourceA — Anti-staleness machine enforcement plan (LOCKED v1)
./SOURCEA_ASSET_B_CONTROLLED_AGENTIC_AUTOMATION_LOCKED_v1.md	8.0K	# Asset B — Controlled Agentic Automation (DFY) — LOCKED v1
./SOURCEA_AUTHORITY_COVERAGE_AUDIT_2026-06-11_v1.md	 12K	# SourceA Authority Coverage Audit — 2026-06-11
./SOURCEA_AUTHORITY_REGISTRY_GOV_UNIFY_BATCH_2026-06-11_LOCKED_v1.md	 12K	# Authority Registry — GOV_UNIFY Batch 2026-06-11 (LOCKED)
./SOURCEA_BLUEPRINT_COMPARISON_POSTMORTEM_v1.md	 40K	# SOURCEA BLUEPRINT COMPARISON — POST-MORTEM + PRE-MORTEM
./SOURCEA_BRAIN_MONITOR_FIX_REPORT_LOCKED_v1.md	8.0K	# Brain Monitor Fix — Full Honest Report (LOCKED v1)
./SOURCEA_CHAIN_TOOLS_PUBLISH_LOCKED_v1.md	4.0K	# SourceA Chain Tools — Publish Pattern (Graphify class) — LOCKED v1
./SOURCEA_COMMERCIAL_SENDER_LOCKED_v1.md	4.0K	# SourceA Commercial Sender — LOCKED v1.1
./SOURCEA_COMMERCIAL_VIDEO_HERO_PIPELINE_LOCKED_v1.md	8.0K	# SourceA Commercial Video — Hero Pipeline (LOCKED)
./SOURCEA_COMMERCIAL_WORKER_LOOP_LOCKED_v1.md	4.0K	# SourceA — Commercial Worker Loop (LOCKED v1)
./SOURCEA_COMPANY_INFRA_BUYER_AND_POSITION_SSOT_LOCKED_v1.md	 16K	# SourceA — Company, Infra, Buyer & Position SSOT (LOCKED v1)
./SOURCEA_COMPLEX_SITUATION_FORK_MACHINE_LOCKED_v1.md	8.0K	# SourceA Complex Situation Fork Machine (LOCKED v1)
./SOURCEA_CONTROL_PLANE_200_PLAN_BRANCH_INDEX_LOCKED_v1.md	8.0K	# SourceA Control Plane — 200 Plan Branch Index LOCKED v1
./SOURCEA_CONTROL_PLANE_200_PLAN_LOCKED_v1.md	 24K	# SourceA Control Plane — 200 Plan LOCKED v1
./SOURCEA_CROSS_DOC_LINKAGE_AND_AUDIT_LOCKED_v1.md	 28K	# SourceA Cross-Doc Linkage & Governance Audit (LOCKED v1)
./SOURCEA_CURSOR_RULES_AND_SKILLS_MAP_LOCKED_v2.md	4.0K	# SourceA — Cursor rules & skills map (LOCKED v2)
./SOURCEA_DISK_TRUTH_E2E_MATRIX_LOCKED_v1.md	8.0K	# SourceA — Disk truth E2E matrix (LOCKED v1)
./SOURCEA_E2E_DEBUGGER_PLAYBOOK_LOCKED_v1.md	 12K	# SourceA E2E Debugger Playbook (LOCKED v1)
./SOURCEA_ECOSYSTEM_MASTER_CATALOG_LOCKED_v1.md	 12K	# SourceA Ecosystem Master Catalog — Everything on One Page (LOCKED v1
./SOURCEA_EXECUTION_LAW_LOCKED_v1.md	4.0K	# SOURCEA EXECUTION LAW v1 — pointer
./SOURCEA_EXECUTOR_IN_CHARGE_NO_HANDOFF_LOCKED_v1.md	4.0K	# Executor in charge — no handoff (LOCKED v1)
./SOURCEA_FAST_SYSTEM_LOAD_BUDGET_LOCKED_v1.md	4.0K	# SourceA — Fast System Load Budget (LOCKED v1)
./SOURCEA_FINAL_RESOLUTION_GAP_ANALYSIS_v1.md	4.0K	# Final Resolution — Gap Analysis (working v1)
./SOURCEA_FIVE_STEP_AUTONOMOUS_PROGRESS_BLUEPRINT_LOCKED_v1.md	 12K	# SourceA Five-Step Autonomous Progress Blueprint (LOCKED v1)
./SOURCEA_FLEET_HEADLINE_READ_ORDER_LOCKED_v1.md	4.0K	# SourceA Fleet Headline Read Order (LOCKED v1)
./SOURCEA_FOUNDER_DIRECTION_TERMINOLOGY_LOCKED_v1.md	4.0K	# SourceA Founder Direction + Terminology (LOCKED v1)
./SOURCEA_FOUNDER_MACHINE_TERMINOLOGY_DICTIONARY_LOCKED_v1.md	 20K	# SourceA Founder ↔ Machine Terminology Dictionary (LOCKED v1)
./SOURCEA_FOUNDER_MESSAGE_NORMALIZATION_LOCKED_v1.md	4.0K	# SourceA Founder Message Normalization (LOCKED v1)
./SOURCEA_FOUNDER_PINNED_ACTIONS_LOCKED_v1.md	8.0K	# SourceA Founder Pinned Actions (LOCKED v1)
./SOURCEA_FROZEN_ARCHIVE_REVIVAL_AUDIT_LOCKED_v1.md	8.0K	# Frozen & Archive Corpus — Revival Audit (LOCKED v1)
./SOURCEA_GOLDEN_INSIGHT_AND_SAFETY_LOCKED_v1.md	 12K	# Golden Insight + Safety Lock-In (LOCKED v1)
./SOURCEA_GOV_META_AUDIT_LOCKED_v1.md	4.0K	# Governance Meta-Audit — LOCKED v1
./SOURCEA_GOVERNANCE_CENTER_SELF_GOVERN_LOCKED_v1.md	8.0K	# SourceA — Governance Center & Self-Govern (LOCKED v1)
./SOURCEA_GOVERNANCE_EVENT_SPINE_SCHEMA_LOCKED_v1.md	8.0K	# Governance Event Spine — schema & reference graph (LOCKED v1)
./SOURCEA_H2_MACHINE_HUB_PLAN_LOCKED_v1.md	 12K	# SourceA — H2 Machine Hub Plan (LOCKED v1.1)
./SOURCEA_ICP_MARKET_IDENTITY_LOCKED_v1.md	 24K	# SOURCEA_ICP_MARKET_IDENTITY_LOCKED_v1.md
./SOURCEA_INCIDENT_FIX_OWNERSHIP_GOVERNANCE_HARDENING_LOCKED_v1.md	 12K	# SourceA — Incident Fix Ownership & Governance Hardening (LOCKED v1)
./SOURCEA_INCIDENT_FIX_OWNERSHIP_REPORT_LOCKED_v1.md	4.0K	# INCIDENT fix ownership — report pointer
./SOURCEA_INTEGRATION_LEVERAGE_STRATEGY_LOCKED_v1.md	 12K	# SourceA Integration & Partnership Leverage Strategy (LOCKED)
./SOURCEA_INTEGRITY_STACK_UNIFIED_BLUEPRINT_BATCH_2_LOCKED_v1.md	 32K	# SourceA Integrity Stack — Unified Blueprint Batch 2 (LOCKED v1)
./SOURCEA_INVARIANT_GATEKEEPER_REPORT_LOCKED_v1.md	4.0K	# Invariant Gatekeeper — root pointer (LOCKED)
./SOURCEA_LAYERED_ADVISORY_DISK_DELTA_2026-06-12_v1.md	8.0K	# Layered Advisory — Disk Delta (2026-06-12)
./SOURCEA_LAYERED_ADVISORY_DRAFT_v1.md	 12K	# SourceA Layered Advisory — Draft v1 (LOCKED)
./SOURCEA_LIVE_FOUNDER_DECISION_FORM_LOCKED_v1.md	 24K	# SourceA Live Founder Decision Form (LOCKED v1)
./SOURCEA_LIVE_GOVERNANCE_BIG_PICTURE_LOCKED_v1.md	 12K	# SourceA Live Governance — Big Picture (LOCKED v1)
./SOURCEA_LIVE_ONGOING_PROMPTS_LOCKED_v1.md	4.0K	# Live ongoing prompts — machine order + Next steps mirror (LOCKED v1)
./SOURCEA_LOST_LINK_RECOVERY_ETHICS_LOCKED_v1.md	8.0K	# Lost Link Recovery Ethics — Practical + Philosophical (LOCKED v1)
./SOURCEA_MACHINE_TEST_AND_UPGRADE_LADDER_LOCKED_v1.md	 16K	# SourceA — Machine test & upgrade ladder (LOCKED v1)
./SOURCEA_MARKET_RECEIPT_ARCHITECTURE_LOCKED_v1.md	8.0K	# Architecture the Market Pays For — Receipt-Native Agent Governance (
./SOURCEA_MASTER_SESSION_MANIFEST_LOCKED_v1.md	 12K	# Master Session Manifest — Full Thread & Subject Catalog (LOCKED v1)
./SOURCEA_MONITOR_DISK_LIVE_WIRE_LOCKED_v1.md	4.0K	# Monitor disk live wire (LOCKED v1)
./SOURCEA_NO_FAKE_PROGRESS_ENTERPRISE_SHIP_LOCKED_v1.md	 12K	# SourceA — No Fake Progress · Enterprise Ship Law (LOCKED v1)
./SOURCEA_OPENROUTER_ACTIVATION_QUEUE_LOCKED_v1.md	4.0K	# SourceA — OpenRouter Activation Queue (LOCKED v1)
./SOURCEA_ORCHESTRATOR_PARTNER_INTEGRATION_LOCKED_v1.md	 12K	# SourceA Orchestrator Partner Integration — LOCKED v1
./SOURCEA_PHASE_PACK_PINNED_SUMMARY_LOCKED_v1.md	4.0K	# Phase pack reorg — pinned very short summary (LOCKED v1)
./SOURCEA_PHASE_STRICT_RUN_INBOX_LOCKED_v1.md	4.0K	# Phase-strict run inbox routing (LOCKED v1)
./SOURCEA_PHASE2_INTEGRITY_PICK_RECEIPT_2026-06-11_LOCKED_v1.md	4.0K	# Phase 2 Integrity Pick Receipt — 2026-06-11 (LOCKED)
./SOURCEA_REFERENCE_ARCHITECTURE_CONSTELLATION_LOCKED_v1.md	 24K	# SourceA Reference Architecture Constellation (LOCKED v1)
./SOURCEA_REPO_SSOT_LOCKED.md	4.0K	# SourceA — Repo SSOT (LOCKED v1)
./SOURCEA_RESULT_DRIVEN_DISCUSSION_POLICY_LOCKED_v1.md	 12K	# SourceA Result-Driven Discussion Policy (LOCKED v1)
./SOURCEA_S10_ETERNAL_SELF_HEAL_AUDIT_LOCKED_v1.md	8.0K	# S10 — Eternal self-heal · disk-truth audit · 100-prompt loop (LOCKED
./SOURCEA_SESSION_20260609_COMPLETE_INDEX_LOCKED_v1.md	8.0K	# SourceA Session 2026-06-09 — Complete Index (LOCKED v1)
./SOURCEA_SSOT_FOUNDATION_WRITING_GUIDE_LOCKED_v1.md	 12K	# Foundation of SSOT — How Humans Write Law (LOCKED v1)
./SOURCEA_SUPER_FAST_HUB_LOCKED_v1.md	8.0K	# SourceA — Two-Hub Model + Super Fast Hub (LOCKED v1.2)
./SOURCEA_SYSTEM_INTEGRITY_100_STEP_PLAYBOOK_LOCKED_v1.md	 16K	# SourceA System Integrity — 100-Step Playbook (LOCKED v1)
./SOURCEA_SYSTEM_INTEGRITY_SESSION_LOG_v1.md	 12K	# System Integrity Session Log — 2026-06-11
./SOURCEA_SYSTEM_MAP_TREE_LOCKED_v1.md	 16K	# SourceA — System Map Tree (LOCKED v1)
./SOURCEA_THREE_ZONE_HUB_SPINE_LOCKED_v1.md	4.0K	# SourceA — Three-Zone Hub Spine (LOCKED v1)
./SOURCEA_TODAY_SESSION_UNIFIED_CLOSEOUT_RECEIPT_2026-06-11_LOCKED_v1.md	 12K	# Today Session — Unified Closeout Receipt (LOCKED v1)
./SOURCEA_UNIFIED_PORTFOLIO_COMMERCIAL_SSOT_LOCKED_v3.1.md	 28K	# SourceA — Unified Portfolio · Infra · Commercial SSOT (LOCKED v3.2)
./SOURCEA_VALID_YES_PROGRESS_VERDICT_LOCKED_v1.md	8.0K	# SourceA Valid YES Progress Verdict (LOCKED v1)
./SOURCEA_WORKER_E2E_POSTMORTEM_LOCKED_v1.md	 12K	# Worker E2E Post-Mortem — Verdict, Permanent Fix, Agent Playbook (LOC
./sourcea-site-v1-QUARANTINE.md	4.0K	# SourceA Site v1 — QUARANTINED (UI experiment)
./STALE_ADVICE_RESULTS_POLICY_OWNERSHIP_TRACKING_LOCKED_v1.md	 12K	# Stale advice — results policy · ownership · tracking (LOCKED v1)
./START_HERE.md	4.0K	# SourceA — start here
./STRATEGIC_NEXT_STEPS_SYNTHESIS_LOCKED_v2.md	8.0K	# Strategic next steps — big picture synthesis (LOCKED v2)
./TASK_ORDERS_OPEN_REGISTER_LOCKED_v1.md	4.0K	# Task orders — open register (LOCKED v1)
./TRUST_LEDGER_SCHEMA_LOCKED_v1.md	4.0K	# Trust ledger schema (LOCKED v1)
./TRUSTFIELD_ENTITY_CORRECTION_v3_1.md	4.0K	# TrustField entity correction — APPLIED v3.1
./UNDERSTANDING_ROLES_CURSOR_ECOSYSTEM_v1.md	 12K	# Understanding roles — Cursor & agent ecosystem (ASF reference)
./VIRELUX_REPO_ALIGNMENT.md	4.0K	# VIRLUX repo alignment — DESIGN ↔ DELIVERY bridge
./WIRE_LANE_PROGRESS.md	4.0K	# Wire lane progress — single checklist (ASF)
./WORKER_FAST_ANTI_STALENESS_AUTO_HEAL_LOCKED_v1.md	4.0K	# Worker — Fast Anti-Staleness Auto-Heal (LOCKED v1)
./WORKER_FULL_ROUND_EVIDENCE_ENFORCEMENT_LOCKED_v1.md	4.0K	# Worker full-round evidence enforcement (pointer)
./WORKER_NO_SLOW_VERIFY_SHELL_LOCKED_v1.md	4.0K	# Worker — No Slow VERIFY Shell (LOCKED v1)
./WORLD_TARGET_MODEL_ARCHITECTURE_DIAGRAM_LOCKED_v1.md	4.0K	# MOVED — canonical SSOT
./WORLD_TARGET_MODEL_AUTHORITY_LAW_LOCKED_v1.md	4.0K	# MOVED — canonical SSOT
./WORLD_TARGET_MODEL_FULL_BLUEPRINT_FOR_REVIEW_v1.md	4.0K	# MOVED — canonical SSOT
./WORLD_TARGET_MODEL_FULL_BLUEPRINT_FOR_REVIEW_v2.md	4.0K	# MOVED — canonical SSOT
./WORLD_TARGET_MODEL_MAP_LOCKED_v5.md	4.0K	# MOVED — canonical SSOT
./WORLD_TARGET_MODEL_PHASE_NAMING_INCIDENT_REPORT_LOCKED_v1.md	4.0K	# MOVED — canonical SSOT
./WORLD_TARGET_MODEL_ROADMAP_LAW_LOCKED_v2.md	4.0K	# MOVED — canonical SSOT
./WORLD_TARGET_MODEL_STEP_ID_MIGRATION_LOCKED_v1.md	4.0K	# MOVED — canonical SSOT
./WORLD_TARGET_MODEL_UI_INCIDENT_REPORT_LOCKED_v1.md	4.0K	# MOVED — canonical SSOT
./WORLD_TARGET_MODEL_UI_RESEARCH_LOCKED_v1.md	4.0K	# MOVED — canonical SSOT
