sa_id,phase,tier,title,registry_status,bucket,recipe_ok,recipe_path,verify_recipe,validation,proof_verdict,honest_proof,has_receipt,receipt_status,closeout_reporter,quarantined_yaml,machine_verify,missing_gaps,cycle_check,cycle_act,cycle_verify,queue_pos,queue_role
sa-0256,phase-s2-hub-build-ci,T2,Skip nested bowl.sh in update-program-progress when env skip set,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0256.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0257,phase-s2-hub-build-ci,T2,Add fleet scan timeout 120s in build-sina-daily-bowl refresh_fleet,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0257.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0258,phase-s2-hub-build-ci,T2,Log fleet snapshot nudges auto-green report gaps on build complete,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0258.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0259,phase-s2-hub-build-ci,T2,Run bash validate-verify-wire-v1.sh on build; bump P0-RUNRECEIPT 100%,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0259.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0260,phase-s2-hub-build-ci,T2,Run bash validate-spine-bridge-founder-v1.sh after graph executor seed,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0260.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0261,phase-s2-hub-build-ci,T2,Run python3 audit_agent_governance_e2e.py v6 eight agents,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0261.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0262,phase-s2-hub-build-ci,T2,Run audit_personal_db_layer_a.py non-strict on build,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0262.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0263,phase-s2-hub-build-ci,T2,Validate governance-fleet in strict build after eval live,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0263.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0264,phase-s2-hub-build-ci,T2,Ensure hub serve-sina-command.sh health on :13020 before E2E,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0264.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0265,phase-s2-hub-build-ci,T2,Cross-check find_critical_bugs hub_health curl :13020,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0265.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0266,phase-s2-hub-build-ci,T2,Harden audit_backend_e2e refresh intelligence_circle chat_messages check,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0266.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0267,phase-s2-hub-build-ci,T2,Document refresh ~230s expected in SOURCEA-PRIORITY perf note,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0267.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0268,phase-s2-hub-build-ci,T2,Run seed_council_strategic_slice_v1 on build without flake,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0268.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0269,phase-s2-hub-build-ci,T2,Run import_founder_directives_v1 on build when jsonl rows exist,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0269.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0270,phase-s2-hub-build-ci,T2,Validate command-data.json and shell.json written atomically,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0270.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0271,phase-s2-hub-build-ci,T2,Compare build log fleet snapshot to scoreboard_payload live,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0271.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0272,phase-s2-hub-build-ci,T2,Reject duplicate panel build inside bowl during hub refresh,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0272.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0273,phase-s2-hub-build-ci,T2,Run validate-governance-drift-v1.sh in find_critical_bugs chain,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0273.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0274,phase-s2-hub-build-ci,T2,Add WTM future column guard in find_critical_bugs when hub up,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0274.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0275,phase-s2-hub-build-ci,T2,Append REPO_EXECUTION_LOGS/sourcea latest.yaml on CI pass,done,done,yes,prompts/phase-s2-hub-build-ci/T2/sa-0275.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0276,phase-s2-hub-build-ci,T3,Fix build-sina-command-panel _run_audit to invoke .sh via bash not python3,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0276.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0277,phase-s2-hub-build-ci,T3,Run SINA_AUDIT_STRICT=1 build; all audits must pass,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0277.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0278,phase-s2-hub-build-ci,T3,Run python3 find_critical_bugs.py — critical must be 0 with hub up,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0278.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0279,phase-s2-hub-build-ci,T3,Run python3 audit_backend_e2e.py including POST /refresh timeout 360s,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0279.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0280,phase-s2-hub-build-ci,T3,Dedupe refresh: SINA_SKIP_NESTED_BOWL + SINA_SKIP_PANEL_BUILD in pipeline,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0280.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0281,phase-s2-hub-build-ci,T3,Skip nested bowl.sh in update-program-progress when env skip set,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0281.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0282,phase-s2-hub-build-ci,T3,Add fleet scan timeout 120s in build-sina-daily-bowl refresh_fleet,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0282.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0283,phase-s2-hub-build-ci,T3,Log fleet snapshot nudges auto-green report gaps on build complete,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0283.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0284,phase-s2-hub-build-ci,T3,Run bash validate-verify-wire-v1.sh on build; bump P0-RUNRECEIPT 100%,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0284.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0285,phase-s2-hub-build-ci,T3,Run bash validate-spine-bridge-founder-v1.sh after graph executor seed,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0285.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0286,phase-s2-hub-build-ci,T3,Run python3 audit_agent_governance_e2e.py v6 eight agents,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0286.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0287,phase-s2-hub-build-ci,T3,Run audit_personal_db_layer_a.py non-strict on build,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0287.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0288,phase-s2-hub-build-ci,T3,Validate governance-fleet in strict build after eval live,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0288.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0289,phase-s2-hub-build-ci,T3,Ensure hub serve-sina-command.sh health on :13020 before E2E,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0289.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0290,phase-s2-hub-build-ci,T3,Cross-check find_critical_bugs hub_health curl :13020,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0290.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0291,phase-s2-hub-build-ci,T3,Harden audit_backend_e2e refresh intelligence_circle chat_messages check,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0291.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0292,phase-s2-hub-build-ci,T3,Document refresh ~230s expected in SOURCEA-PRIORITY perf note,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0292.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0293,phase-s2-hub-build-ci,T3,Run seed_council_strategic_slice_v1 on build without flake,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0293.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0294,phase-s2-hub-build-ci,T3,Run import_founder_directives_v1 on build when jsonl rows exist,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0294.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0295,phase-s2-hub-build-ci,T3,Validate command-data.json and shell.json written atomically,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0295.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0296,phase-s2-hub-build-ci,T3,Compare build log fleet snapshot to scoreboard_payload live,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0296.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0297,phase-s2-hub-build-ci,T3,Reject duplicate panel build inside bowl during hub refresh,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0297.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0298,phase-s2-hub-build-ci,T3,Run validate-governance-drift-v1.sh in find_critical_bugs chain,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0298.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0299,phase-s2-hub-build-ci,T3,Add WTM future column guard in find_critical_bugs when hub up,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0299.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0300,phase-s2-hub-build-ci,T3,Append REPO_EXECUTION_LOGS/sourcea latest.yaml on CI pass,done,done,yes,prompts/phase-s2-hub-build-ci/T3/sa-0300.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0301,phase-s3-scoreboard-fleet,T0,Implement agent_scoreboard _auto_verify on auto_pass verified_by auto,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0301.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0302,phase-s3-scoreboard-fleet,T0,Expose fleet_auto_green_count in scoreboard_payload,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0302.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0303,phase-s3-scoreboard-fleet,T0,Backfill auto_verify in scoreboard_row when auto_pass and report exists,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0303.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0304,phase-s3-scoreboard-fleet,T0,Set scoreboard tagline auto-checks green not ASF verify,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0304.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0305,phase-s3-scoreboard-fleet,T0,Update app.js renderAgentScoreboard hero auto-green copy and gap banners,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0305.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0306,phase-s3-scoreboard-fleet,T0,Replace Verify Force buttons with Auto green pill when auto_pass,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0306.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0307,phase-s3-scoreboard-fleet,T0,Show essayNudgeBanner on Today tab and Council room from essay_discourse,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0307.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0308,phase-s3-scoreboard-fleet,T0,Inject planner_bridge_ready first_action_id note in renderGraphExecutorPanel,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0308.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0309,phase-s3-scoreboard-fleet,T0,Run bash validate-governance-fleet-v1.sh — nudges and verify_gap SSOT,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0309.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0310,phase-s3-scoreboard-fleet,T0,Sync FR-007/010/011 shipped via founder_request_tracker sync_shipped_from_disk,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0310.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0311,phase-s3-scoreboard-fleet,T0,Mark FR-008 in_progress until nudge_count <= 2,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0311.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0312,phase-s3-scoreboard-fleet,T0,Mark FR-009 shipped when auto_pass_count >= 6 not ASF verify count,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0312.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0313,phase-s3-scoreboard-fleet,T0,Remove ASF verified copy from workspace mirror scoreboard block,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0313.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0314,phase-s3-scoreboard-fleet,T0,Validate fleet_report_gap banner lists missing agent ids,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0314.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0315,phase-s3-scoreboard-fleet,T0,Validate fleet_verify_gap lists agents with report but no auto_pass,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0315.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0316,phase-s3-scoreboard-fleet,T0,Run agent_essay_discourse essay_nudges payload for council,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0316.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0317,phase-s3-scoreboard-fleet,T0,Ensure 6 essay nudges visible until lanes post governance-drift essays,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0317.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0318,phase-s3-scoreboard-fleet,T0,Cross-check AGENT_SCOREBOARD_LOCKED_v1.md law vs UI behavior,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0318.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0319,phase-s3-scoreboard-fleet,T0,Reject manual verify as progress authority in hub primary UI grep,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0319.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0320,phase-s3-scoreboard-fleet,T0,Run scoreboard session report POST E2E via audit_backend minimal,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0320.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0321,phase-s3-scoreboard-fleet,T0,Validate auto_checks council_read vault_used paths in scoreboard,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0321.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0322,phase-s3-scoreboard-fleet,T0,Document fleet targets reported>=6 auto_pass>=6 nudges<=2 in PRIORITY,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0322.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0323,phase-s3-scoreboard-fleet,T0,Compare MergePack exclusion in scoreboard agent count 8,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0323.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0324,phase-s3-scoreboard-fleet,T0,Run governance fleet validator after essay or scoreboard code change,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0324.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0325,phase-s3-scoreboard-fleet,T0,Append SOURCEA-PRIORITY fleet auto-green count evidence row,done,done,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0325.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0326,phase-s3-scoreboard-fleet,T1,Implement agent_scoreboard _auto_verify on auto_pass verified_by auto,done,done,yes,prompts/phase-s3-scoreboard-fleet/T1/sa-0326.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0327,phase-s3-scoreboard-fleet,T1,Expose fleet_auto_green_count in scoreboard_payload,done,done,yes,prompts/phase-s3-scoreboard-fleet/T1/sa-0327.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0328,phase-s3-scoreboard-fleet,T1,Backfill auto_verify in scoreboard_row when auto_pass and report exists,done,done,yes,prompts/phase-s3-scoreboard-fleet/T1/sa-0328.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0329,phase-s3-scoreboard-fleet,T1,Set scoreboard tagline auto-checks green not ASF verify,done,done,yes,prompts/phase-s3-scoreboard-fleet/T1/sa-0329.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0330,phase-s3-scoreboard-fleet,T1,Update app.js renderAgentScoreboard hero auto-green copy and gap banners,done,done,yes,prompts/phase-s3-scoreboard-fleet/T1/sa-0330.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
