sa_id,phase,tier,title,audit_verdict,has_receipt,receipt_status,receipt_engine,receipt_at,receipt_path,has_closeout_yaml,closeout_reporter,closeout_reported_at,closeout_yaml,closeout_evidence
sa-0119,phase-s1-eval-dispatch,T0,Validate eval packet win_pct in command-data matches live report,MAINTAINER_YAML_ONLY,no,,,,,yes,cursor-maintainer,2026-06-06T17:15:00Z,2026-06-06T1715_plan-with-no-asf-sa-0119-eval-win-pct.yaml,command-data eval sync Eval-1 100% Eval-1b scaffold 100%; validator PASS; critical 0
sa-0120,phase-s1-eval-dispatch,T0,Run council_strategic_brief eval validator strings vs disk scripts,MAINTAINER_YAML_ONLY,no,,,,,yes,cursor-maintainer,2026-06-06T17:25:00Z,2026-06-06T1725_plan-with-no-asf-sa-0120-council-eval-validators.yaml,7 validator strings match disk + council brief; critical 0
sa-0121,phase-s1-eval-dispatch,T0,Add eval regression to audit if mode=scaffold while live_ok,MAINTAINER_YAML_ONLY,no,,,,,yes,cursor-maintainer,2026-06-06T17:35:00Z,2026-06-06T1735_plan-with-no-asf-sa-0121-eval-regression.yaml,scaffold+live_ok regression guard; hub alignment OK; critical 0
sa-0122,phase-s1-eval-dispatch,T0,Cross-check runtime/dispatch_policy/classifier.py task ids,MAINTAINER_YAML_ONLY,no,,,,,yes,cursor-maintainer,2026-06-06T17:45:00Z,2026-06-06T1745_plan-with-no-asf-sa-0122-classifier-task-ids.yaml,4 low-risk actions validate-only; mapping_ok=True; critical 0
sa-0123,phase-s1-eval-dispatch,T0,Ensure model_dispatch.py gate receipts integrate with hub panel,DONE_NO_PROOF_ON_DISK,no,,,,,no,,,,
sa-0124,phase-s1-eval-dispatch,T0,Run validate-governance-drift after eval script touch,MAINTAINER_YAML_ONLY,no,,,,,yes,cursor-maintainer,2026-06-06T17:29:23Z,2026-06-06T1729_plan-with-no-asf-sa-0124-governance-drift.yaml,PASS governance drift v1 score 100 · critical 0
sa-0125,phase-s1-eval-dispatch,T0,Append SOURCEA-PRIORITY eval sustain row with pilot count,MAINTAINER_YAML_ONLY,no,,,,,yes,cursor-maintainer,2026-06-06T17:35:06Z,2026-06-06T1735_plan-with-no-asf-sa-0125-eval-sustain.yaml,scaffold 7/7 100% · live_pilot armed 5 · critical 0
sa-0126,phase-s1-eval-dispatch,T1,Run bash validate-eval-packet-v1b-live.sh; sustain 5/5 pilots ≥80%,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T03:14:28Z,2026-06-07T0314_plan-with-no-asf-sa-0126.yaml,validate-eval-packet-v1b-live structural scaffold · validate-governance-fleet-v1 · audit_hub_source_alignment PASS
sa-0127,phase-s1-eval-dispatch,T1,Wire validate-eval-packet-v1b-live into strict build default chain,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T03:29:19Z,2026-06-07T0329_plan-with-no-asf-sa-0127.yaml,validate-eval-packet-v1b-strict-build-chain-v1 · live in strict default chain
sa-0128,phase-s1-eval-dispatch,T1,Strengthen eval_packet_v1b/grounding.py bugfix-gate paths model_dispatch gate_receipts,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T03:40:01Z,2026-06-07T0340_plan-with-no-asf-sa-0128.yaml,validate-eval-packet-v1b-grounding sa-0128 · gate_receipt_lib + model_dispatch gate_decision paths · critical 0
sa-0129,phase-s1-eval-dispatch,T1,Verify dispatch_policy eval_1b_gate_ok true in /api/dispatch-policy-v1,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T13:26:06Z,2026-06-07T1326_plan-with-no-asf-sa-0129.yaml,validate-eval-packet-v1b-live PASS 5/5 100% · validate-dispatch-policy-v1 gate_ok=true tier=behavioral_pass · hub /api/dispatch-policy-v1 honest · supersedes 402 BLOCKED row · critical 0
sa-0130,phase-s1-eval-dispatch,T1,Ensure dispatch_ready stays false until founder spine Action — no code bypass,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T13:28:42Z,2026-06-07T1328_plan-with-no-asf-sa-0130.yaml,validate-eval-packet-v1b-live PASS 5/5 100% · validate-dispatch-policy-v1 dispatch_ready=false hub+orch · eval_1b_gate_ok=true tier=behavioral_pass · find_critical_bugs critical 0 · no code bypass
sa-0131,phase-s1-eval-dispatch,T1,Run eval live with SINA_AUDIT_STRICT=1; capture report to ~/.sina,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T15:02:00Z,2026-06-07T1502_plan-with-no-asf-sa-0131.yaml,eval-1b live SINA_AUDIT_STRICT=1 build PASS · pilots 5/5 100% · validate-eval-packet-v1b-live PASS · find_critical_bugs critical 0
sa-0132,phase-s1-eval-dispatch,T1,Add validate-governance-fleet-v1.sh to find_critical_bugs.py checks list,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T15:04:58Z,2026-06-07T1504_plan-with-no-asf-sa-0132.yaml,governance-fleet in find_critical_bugs SHELL_VALIDATORS critical · validate-find-critical-bugs-governance-fleet-chain-v1 PASS · eval-1b live 80% · find_critical_bugs critical 0
sa-0133,phase-s1-eval-dispatch,T1,Cross-check DISPATCH_POLICY_LOCKED_v1.md classes vs policy_engine.py,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T15:07:39Z,2026-06-07T1507_plan-with-no-asf-sa-0133.yaml,cross_check_law_policy_classes sa-0133 · validate-dispatch-policy-classes-v1 PASS · mapping_ok true · eval-1b live 100% · find_critical_bugs critical 0
sa-0134,phase-s1-eval-dispatch,T1,Validate graph-executor pos-dispatch suggest not auto dispatch globally,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T15:10:20Z,2026-06-07T1510_plan-with-no-asf-sa-0134.yaml,pos-dispatch suggest global guard sa-0134 · validate-graph-executor-pos-dispatch-v1 PASS · eval-1b live 100% · find_critical_bugs critical 0
sa-0135,phase-s1-eval-dispatch,T1,Run python3 eval_packet_v1b/runner.py live smoke — write_report true,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T15:13:41Z,2026-06-07T1513_plan-with-no-asf-sa-0135.yaml,runner.py live smoke write_report true sa-0135 · validate-eval-packet-v1b-runner-live-smoke-v1 PASS · eval live 5/5 100% · find_critical_bugs critical 0
sa-0136,phase-s1-eval-dispatch,T1,Harden scorer.py path citation checks for plan-eval-1b task,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T15:16:01Z,2026-06-07T1516_plan-with-no-asf-sa-0136.yaml,validate-eval-packet-v1b-scorer-plan-paths-v1 PASS · live 5/5 100% · basename-only runner/scorer rejected
sa-0137,phase-s1-eval-dispatch,T1,Add retrieve-dispatch grounding paths orchestrator + planner_engine,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T15:18:55Z,2026-06-07T1518_plan-with-no-asf-sa-0137.yaml,validate-eval-packet-v1b-retrieve-dispatch-grounding-v1 PASS · orchestrator+planner_engine dispatch_ready snippets · live 4/5 80%
sa-0138,phase-s1-eval-dispatch,T1,Validate factory-runreceipt grounding includes RUNRECEIPT schema doc,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T15:21:38Z,2026-06-07T1521_plan-with-no-asf-sa-0138.yaml,validate-eval-packet-v1b-factory-runreceipt-grounding-v1 PASS · RUNRECEIPT schema doc run.jsonl+summary.json · live 5/5 100%
sa-0139,phase-s1-eval-dispatch,T1,Validate l8-hybrid grounding cites embedding_provider.py,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T15:24:11Z,2026-06-07T1524_plan-with-no-asf-sa-0139.yaml,validate-eval-packet-v1b-l8-hybrid-grounding-v1 PASS · embedding_provider.py+query_engine hybrid snippets · live 5/5 100%
sa-0140,phase-s1-eval-dispatch,T1,Run bash validate-eval-packet-v1b.sh scaffold arm after live pass,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T15:27:08Z,2026-06-07T1527_plan-with-no-asf-sa-0140.yaml,validate-eval-packet-v1b-live→scaffold chain PASS · scaffold-after-live-v1 · live 4/5 80% scaffold 7/7 100%
sa-0141,phase-s1-eval-dispatch,T1,Compare Eval-1 structural vs Eval-1b behavioral in council brief,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T12:13:20Z,2026-06-07T1213_plan-with-no-asf-sa-0141.yaml,validate-dispatch-policy-v1 PASS · validate-governance-fleet-v1 PASS · validate-council-strategic-brief-eval sa-0141 PASS · find_critical_bugs critical 2 spine+hub pre-existing
sa-0142,phase-s1-eval-dispatch,T1,Document eval CI in build-sina-command-panel.py header comment,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T12:18:06Z,2026-06-07T1218_plan-with-no-asf-sa-0142.yaml,sa-0142 T1 replay eval CI header + strict-build-chain step 4 · validate-eval-packet-v1b-live SKIP 402 · governance-fleet PASS · dispatch-policy PASS · critical 0 sa-slice
sa-0143,phase-s1-eval-dispatch,T1,Reject ASF as eval authority in scoreboard or progress scripts grep,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T01:14:07Z,2026-06-08T0114_plan-with-no-asf-sa-0143.yaml,ASF eval authority rejected in scoreboard scripts
sa-0144,phase-s1-eval-dispatch,T1,Validate eval packet win_pct in command-data matches live report,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T01:14:08Z,2026-06-08T0114_plan-with-no-asf-sa-0144.yaml,command-data eval win_pct matches live report
sa-0145,phase-s1-eval-dispatch,T1,Run council_strategic_brief eval validator strings vs disk scripts,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T01:14:08Z,2026-06-08T0114_plan-with-no-asf-sa-0145.yaml,council brief eval validator strings match disk
sa-0146,phase-s1-eval-dispatch,T1,Add eval regression to audit if mode=scaffold while live_ok,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T01:14:08Z,2026-06-08T0114_plan-with-no-asf-sa-0146.yaml,audit_hub scaffold/live_ok regression clean
sa-0147,phase-s1-eval-dispatch,T1,Cross-check runtime/dispatch_policy/classifier.py task ids,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T01:14:08Z,2026-06-08T0114_plan-with-no-asf-sa-0147.yaml,dispatch classifier task ids aligned
sa-0148,phase-s1-eval-dispatch,T1,Ensure model_dispatch.py gate receipts integrate with hub panel,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T01:14:08Z,2026-06-08T0114_plan-with-no-asf-sa-0148.yaml,model_dispatch gate receipts hub integrated
sa-0149,phase-s1-eval-dispatch,T1,Run validate-governance-drift after eval script touch,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T01:14:12Z,2026-06-08T0114_plan-with-no-asf-sa-0149.yaml,governance drift score 100 after eval touch
sa-0150,phase-s1-eval-dispatch,T1,Append SOURCEA-PRIORITY eval sustain row with pilot count,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T01:14:42Z,2026-06-08T0114_plan-with-no-asf-sa-0150.yaml,eval sustain 5/5 live pilots · PRIORITY row
sa-0151,phase-s1-eval-dispatch,T2,Run bash validate-eval-packet-v1b-live.sh; sustain 5/5 pilots ≥80%,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T01:25:00Z,2026-06-08T0125_plan-with-no-asf-sa-0151.yaml,eval-1b LIVE 5/5 pilots 100% · validate-eval-packet-v1b-live PASS
sa-0152,phase-s1-eval-dispatch,T2,Wire validate-eval-packet-v1b-live into strict build default chain,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T01:25:22Z,2026-06-08T0125_plan-with-no-asf-sa-0152.yaml,validate-eval-packet-v1b-strict-build-chain-v1 PASS · live wired in strict build (sa-0127)
sa-0153,phase-s1-eval-dispatch,T2,Strengthen eval_packet_v1b/grounding.py bugfix-gate paths model_dispatch gate_receipts,RECEIPT_AND_BATCH_YAML,yes,DONE,claude-haiku-4-5-20251001,2026-06-08T17:24:04Z,/Users/sinakazemnezhad/Desktop/SourceA/receipts/sa-0153-receipt.json,yes,cursor-worker-batch,2026-06-08T02:39:19Z,2026-06-08T0239_plan-with-no-asf-sa-0153.yaml,validate-dispatch-policy-v1 PASS · validate-governance-fleet-v1 PASS · find_critical_bugs critical 0 · grounding bugfix-gate model_dispatch gate_receipts strengthened
sa-0154,phase-s1-eval-dispatch,T2,Verify dispatch_policy eval_1b_gate_ok true in /api/dispatch-policy-v1,HONEST_RECEIPT,yes,DONE,cursor,2026-06-08T17:46:00Z,/Users/sinakazemnezhad/Desktop/SourceA/receipts/sa-0154-receipt.json,no,,,,
sa-0155,phase-s1-eval-dispatch,T2,Ensure dispatch_ready stays false until founder spine Action — no code bypass,RECEIPT_AND_BATCH_YAML,yes,DONE,,,/Users/sinakazemnezhad/Desktop/SourceA/receipts/sa-0155-receipt.json,yes,cursor-worker-batch,2026-06-08T02:45:13Z,2026-06-08T0245_plan-with-no-asf-sa-0155.yaml,validate-dispatch-policy-v1 PASS · validate-governance-fleet-v1 PASS · dispatch_ready_lock enforced · critical 0
sa-0156,phase-s1-eval-dispatch,T2,Run eval live with SINA_AUDIT_STRICT=1; capture report to ~/.sina,RECEIPT_AND_BATCH_YAML,yes,DONE,,,/Users/sinakazemnezhad/Desktop/SourceA/receipts/sa-0156-receipt.json,yes,cursor-worker-batch,2026-06-08T20:09:00Z,2026-06-08T2009_plan-with-no-asf-sa-0156.yaml,pack eval-dispatch verify; live eval 4/5 80%; eval+dispatch+grounding PASS
sa-0157,phase-s1-eval-dispatch,T2,Add validate-governance-fleet-v1.sh to find_critical_bugs.py checks list,RECEIPT_AND_BATCH_YAML,yes,DONE,,,/Users/sinakazemnezhad/Desktop/SourceA/receipts/sa-0157-receipt.json,yes,cursor-worker-batch,2026-06-08T02:52:08Z,2026-06-08T0252_plan-with-no-asf-sa-0157.yaml,validate-dispatch-policy-v1 PASS · validate-governance-fleet-v1 PASS · find_critical_bugs critical 0 · governance-fleet in checks list (sa-0157)
sa-0158,phase-s1-eval-dispatch,T2,Cross-check DISPATCH_POLICY_LOCKED_v1.md classes vs policy_engine.py,RECEIPT_AND_BATCH_YAML,yes,DONE,,,/Users/sinakazemnezhad/Desktop/SourceA/receipts/sa-0158-receipt.json,yes,cursor-worker-batch,2026-06-08T03:16:25Z,2026-06-08T0316_plan-with-no-asf-sa-0158.yaml,validate-dispatch-policy-v1 PASS · validate-governance-fleet-v1 PASS · find_critical_bugs critical 0
sa-0159,phase-s1-eval-dispatch,T2,Validate graph-executor pos-dispatch suggest not auto dispatch globally,RECEIPT_AND_BATCH_YAML,yes,CHECK_PASSED,,,/Users/sinakazemnezhad/Desktop/SourceA/receipts/sa-0159-receipt.json,yes,cursor-worker-batch,2026-06-08T03:23:00Z,2026-06-08T0323_plan-with-no-asf-sa-0159.yaml,validate-graph-executor-pos-dispatch-v1 PASS · validate-dispatch-policy-v1 PASS · validate-governance-fleet-v1 PASS · find_critical_bugs critical 0 · pos-dispatch suggest auto_dispatch false
sa-0160,phase-s1-eval-dispatch,T2,Run python3 eval_packet_v1b/runner.py live smoke — write_report true,BATCH_CLOSEOUT_ONLY,yes,BLOCKED,,,/Users/sinakazemnezhad/Desktop/SourceA/receipts/sa-0160-receipt.json,yes,cursor-worker-batch,2026-06-08T20:09:00Z,2026-06-08T2009_plan-with-no-asf-sa-0160.yaml,pack eval-dispatch verify; live eval 4/5 80%; eval+dispatch+grounding PASS
sa-0161,phase-s1-eval-dispatch,T2,Harden scorer.py path citation checks for plan-eval-1b task,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T03:28:59Z,2026-06-08T0328_plan-with-no-asf-sa-0161.yaml,scorer-plan-paths+grounding+dispatch-policy+governance-fleet+critical0
sa-0162,phase-s1-eval-dispatch,T2,Add retrieve-dispatch grounding paths orchestrator + planner_engine,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T03:59:31Z,2026-06-08T0359_plan-with-no-asf-sa-0162.yaml,E2E verify dispatch+governance+critical0
sa-0163,phase-s1-eval-dispatch,T2,Validate factory-runreceipt grounding includes RUNRECEIPT schema doc,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T14:23:13Z,2026-06-08T1423_plan-with-no-asf-sa-0163.yaml,factory-runreceipt grounding RUNRECEIPT schema doc PASS validate-eval-packet-v1b-factory-runreceipt-grounding-v1
sa-0164,phase-s1-eval-dispatch,T2,Validate l8-hybrid grounding cites embedding_provider.py,RECEIPT_AND_BATCH_YAML,yes,DONE,,,/Users/sinakazemnezhad/Desktop/SourceA/receipts/sa-0164-receipt.json,yes,cursor-worker-batch,2026-06-08T14:26:12Z,2026-06-08T1426_plan-with-no-asf-sa-0164.yaml,l8-hybrid grounding embedding_provider.py PASS validate-eval-packet-v1b-l8-hybrid-grounding-v1
sa-0165,phase-s1-eval-dispatch,T2,Run bash validate-eval-packet-v1b.sh scaffold arm after live pass,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T20:09:00Z,2026-06-08T2009_plan-with-no-asf-sa-0165.yaml,pack eval-dispatch verify; live eval 4/5 80%; eval+dispatch+grounding PASS
sa-0166,phase-s1-eval-dispatch,T2,Compare Eval-1 structural vs Eval-1b behavioral in council brief,BATCH_CLOSEOUT_ONLY,yes,REPORT,,,/Users/sinakazemnezhad/Desktop/SourceA/receipts/sa-0166-receipt.json,yes,cursor-worker-batch,2026-06-08T14:44:12Z,2026-06-08T1444_plan-with-no-asf-sa-0166.yaml,Eval-1 vs Eval-1b comparison in council_strategic_brief eval_comparison PASS validate-council-strategic-brief-eval-v1
sa-0167,phase-s1-eval-dispatch,T2,Document eval CI in build-sina-command-panel.py header comment,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T14:49:25Z,2026-06-08T1449_plan-with-no-asf-sa-0167.yaml,eval CI header in build-sina-command-panel.py Eval-1/1b strict chain documented
sa-0168,phase-s1-eval-dispatch,T2,Reject ASF as eval authority in scoreboard or progress scripts grep,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T14:53:55Z,2026-06-08T1453_plan-with-no-asf-sa-0168.yaml,validate-no-asf-eval-authority-v1 PASS ASF rejected in scoreboard/progress
sa-0169,phase-s1-eval-dispatch,T2,Validate eval packet win_pct in command-data matches live report,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T15:07:19Z,2026-06-08T1507_plan-with-no-asf-sa-0169.yaml,validate-command-data-eval-win-pct-v1 PASS hub matches disk eval reports
sa-0170,phase-s1-eval-dispatch,T2,Run council_strategic_brief eval validator strings vs disk scripts,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T15:12:05Z,2026-06-08T1512_plan-with-no-asf-sa-0170.yaml,validate-council-strategic-brief-eval-v1 PASS 7 validator strings match disk
sa-0171,phase-s1-eval-dispatch,T2,Add eval regression to audit if mode=scaffold while live_ok,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T15:25:19Z,2026-06-08T1525_plan-with-no-asf-sa-0171.yaml,audit_hub scaffold/live_ok regression PASS eval_report_capture
sa-0172,phase-s1-eval-dispatch,T2,Cross-check runtime/dispatch_policy/classifier.py task ids,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T15:29:59Z,2026-06-08T1529_plan-with-no-asf-sa-0172.yaml,validate-dispatch-classifier-task-ids-v1 PASS classifier task ids
sa-0173,phase-s1-eval-dispatch,T2,Ensure model_dispatch.py gate receipts integrate with hub panel,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T15:34:24Z,2026-06-08T1534_plan-with-no-asf-sa-0173.yaml,validate-gate-receipts-v1 PASS model_dispatch hub integrated
sa-0174,phase-s1-eval-dispatch,T2,Run validate-governance-drift after eval script touch,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T15:38:17Z,2026-06-08T1538_plan-with-no-asf-sa-0174.yaml,validate-governance-drift-v1.sh score 100; validate-find-critical-bugs-governance-drift-chain-v1.sh PASS; build-sina-command-panel eval chain wired; dispatch-policy + governance-fleet + find_critical_
sa-0175,phase-s1-eval-dispatch,T2,Append SOURCEA-PRIORITY eval sustain row with pilot count,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T15:43:41Z,2026-06-08T1543_plan-with-no-asf-sa-0175.yaml,eval sustain 7/7 scaffold 100% · 5/5 live_pilot 4/5 wins (80%) · PRIORITY row
sa-0176,phase-s1-eval-dispatch,T3,Run bash validate-eval-packet-v1b-live.sh; sustain 5/5 pilots ≥80%,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T20:09:00Z,2026-06-08T2009_plan-with-no-asf-sa-0176.yaml,pack eval-dispatch verify; live eval 4/5 80%; eval+dispatch+grounding PASS
sa-0177,phase-s1-eval-dispatch,T3,Wire validate-eval-packet-v1b-live into strict build default chain,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T20:09:00Z,2026-06-08T2009_plan-with-no-asf-sa-0177.yaml,pack eval-dispatch verify; live eval 4/5 80%; eval+dispatch+grounding PASS
sa-0178,phase-s1-eval-dispatch,T3,Strengthen eval_packet_v1b/grounding.py bugfix-gate paths model_dispatch gate_receipts,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T15:52:58Z,2026-06-08T1552_plan-with-no-asf-sa-0178.yaml,validate-eval-packet-v1b-bugfix-gate-grounding-v1 PASS; model_dispatch+gate_receipts+gate_receipt_lib paths; dispatch-policy+governance-fleet+critical 0
sa-0179,phase-s1-eval-dispatch,T3,Verify dispatch_policy eval_1b_gate_ok true in /api/dispatch-policy-v1,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T20:09:00Z,2026-06-08T2009_plan-with-no-asf-sa-0179.yaml,pack eval-dispatch verify; live eval 4/5 80%; eval+dispatch+grounding PASS
sa-0180,phase-s1-eval-dispatch,T3,Ensure dispatch_ready stays false until founder spine Action — no code bypass,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T15:58:04Z,2026-06-08T1558_plan-with-no-asf-sa-0180.yaml,validate-dispatch-ready-lock-v1 PASS no bypass; dispatch-policy hub dispatch_ready false; spine-bridge-founder proof
sa-0181,phase-s1-eval-dispatch,T3,Run eval live with SINA_AUDIT_STRICT=1; capture report to ~/.sina,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T20:09:00Z,2026-06-08T2009_plan-with-no-asf-sa-0181.yaml,pack eval-dispatch verify; live eval 4/5 80%; eval+dispatch+grounding PASS
sa-0182,phase-s1-eval-dispatch,T3,Add validate-governance-fleet-v1.sh to find_critical_bugs.py checks list,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T16:02:47Z,2026-06-08T1602_plan-with-no-asf-sa-0182.yaml,validate-governance-fleet-v1.sh CRITICAL in find_critical_bugs; governance-fleet chain PASS; dispatch-policy+fleet+critical 0
sa-0183,phase-s1-eval-dispatch,T3,Cross-check DISPATCH_POLICY_LOCKED_v1.md classes vs policy_engine.py,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T17:39:51Z,2026-06-08T1739_plan-with-no-asf-sa-0183.yaml,validate-dispatch-policy-classes-v1 law_classes_ok 3 classes mapping_ok; dispatch-policy-alignment PASS; critical 0
sa-0184,phase-s1-eval-dispatch,T3,Validate graph-executor pos-dispatch suggest not auto dispatch globally,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T20:09:00Z,2026-06-08T2009_plan-with-no-asf-sa-0184.yaml,pack eval-dispatch verify; live eval 4/5 80%; eval+dispatch+grounding PASS
sa-0185,phase-s1-eval-dispatch,T3,Run python3 eval_packet_v1b/runner.py live smoke — write_report true,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T20:09:00Z,2026-06-08T2009_plan-with-no-asf-sa-0185.yaml,pack eval-dispatch verify; live eval 4/5 80%; eval+dispatch+grounding PASS
sa-0186,phase-s1-eval-dispatch,T3,Harden scorer.py path citation checks for plan-eval-1b task,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T17:43:33Z,2026-06-08T1743_plan-with-no-asf-sa-0186.yaml,validate-eval-packet-v1b-scorer-plan-paths-v1 PASS plan-eval-1b paths; dispatch-policy+governance-fleet+critical 0
sa-0187,phase-s1-eval-dispatch,T3,Add retrieve-dispatch grounding paths orchestrator + planner_engine,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T20:09:00Z,2026-06-08T2009_plan-with-no-asf-sa-0187.yaml,pack eval-dispatch verify; live eval 4/5 80%; eval+dispatch+grounding PASS
sa-0188,phase-s1-eval-dispatch,T3,Validate factory-runreceipt grounding includes RUNRECEIPT schema doc,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T18:47:33Z,2026-06-08T1847_plan-with-no-asf-sa-0188.yaml,validate-eval-packet-v1b-factory-runreceipt-grounding-v1 PASS RUNRECEIPT schema+pack_v1; dispatch-policy+governance-fleet+critical 0
sa-0189,phase-s1-eval-dispatch,T3,Validate l8-hybrid grounding cites embedding_provider.py,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T18:54:41Z,2026-06-08T1854_plan-with-no-asf-sa-0189.yaml,validate-eval-packet-v1b-l8-hybrid-grounding-v1.sh PASS; dispatch-policy+governance-fleet PASS; critical 0
sa-0191,phase-s1-eval-dispatch,T3,Compare Eval-1 structural vs Eval-1b behavioral in council brief,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T18:57:35Z,2026-06-08T1857_plan-with-no-asf-sa-0191.yaml,validate-council-strategic-brief-eval-v1.sh PASS; dispatch-policy+governance-fleet PASS; critical 0
sa-0192,phase-s1-eval-dispatch,T3,Document eval CI in build-sina-command-panel.py header comment,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:00:42Z,2026-06-08T1900_plan-with-no-asf-sa-0192.yaml,validate-eval-ci-build-panel-header-v1.sh PASS; dispatch-policy+governance-fleet PASS; critical 0
sa-0193,phase-s1-eval-dispatch,T3,Reject ASF as eval authority in scoreboard or progress scripts grep,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:02:19Z,2026-06-08T1902_plan-with-no-asf-sa-0193.yaml,validate-no-asf-eval-authority-v1.sh PASS; critical 0
sa-0194,phase-s1-eval-dispatch,T3,Validate eval packet win_pct in command-data matches live report,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:05:46Z,2026-06-08T1905_plan-with-no-asf-sa-0194.yaml,validate-command-data-eval-win-pct-v1 OK; dispatch+fleet+critical0
sa-0195,phase-s1-eval-dispatch,T3,Run council_strategic_brief eval validator strings vs disk scripts,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:07:50Z,2026-06-08T1907_plan-with-no-asf-sa-0195.yaml,validate-council-strategic-brief-eval-v1 OK; verify-only T3
