sa_id,phase,tier,title,registry_status,has_recipe_file,recipe_path,recipe_md_status,verify_recipe,proof_verdict,honest_proof,full_worker_cycle,has_receipt,receipt_status,receipt_at,receipt_path,has_closeout_yaml,closeout_reporter,closeout_at,closeout_evidence,missing_gaps
sa-0250,phase-s2-hub-build-ci,T1,Append REPO_EXECUTION_LOGS/sourcea latest.yaml on CI pass,backlog,yes,prompts/phase-s2-hub-build-ci/T1/sa-0250.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0251,phase-s2-hub-build-ci,T2,Fix build-sina-command-panel _run_audit to invoke .sh via bash not python3,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0251.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0252,phase-s2-hub-build-ci,T2,Run SINA_AUDIT_STRICT=1 build; all audits must pass,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0252.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0253,phase-s2-hub-build-ci,T2,Run python3 find_critical_bugs.py — critical must be 0 with hub up,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0253.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0254,phase-s2-hub-build-ci,T2,Run python3 audit_backend_e2e.py including POST /refresh timeout 360s,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0254.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0255,phase-s2-hub-build-ci,T2,Dedupe refresh: SINA_SKIP_NESTED_BOWL + SINA_SKIP_PANEL_BUILD in pipeline,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0255.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0256,phase-s2-hub-build-ci,T2,Skip nested bowl.sh in update-program-progress when env skip set,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0256.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0257,phase-s2-hub-build-ci,T2,Add fleet scan timeout 120s in build-sina-daily-bowl refresh_fleet,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0257.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0258,phase-s2-hub-build-ci,T2,Log fleet snapshot nudges auto-green report gaps on build complete,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0258.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0259,phase-s2-hub-build-ci,T2,Run bash validate-verify-wire-v1.sh on build; bump P0-RUNRECEIPT 100%,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0259.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0260,phase-s2-hub-build-ci,T2,Run bash validate-spine-bridge-founder-v1.sh after graph executor seed,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0260.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0261,phase-s2-hub-build-ci,T2,Run python3 audit_agent_governance_e2e.py v6 eight agents,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0261.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0262,phase-s2-hub-build-ci,T2,Run audit_personal_db_layer_a.py non-strict on build,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0262.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0263,phase-s2-hub-build-ci,T2,Validate governance-fleet in strict build after eval live,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0263.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0264,phase-s2-hub-build-ci,T2,Ensure hub serve-sina-command.sh health on :13020 before E2E,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0264.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0265,phase-s2-hub-build-ci,T2,Cross-check find_critical_bugs hub_health curl :13020,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0265.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0266,phase-s2-hub-build-ci,T2,Harden audit_backend_e2e refresh intelligence_circle chat_messages check,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0266.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0267,phase-s2-hub-build-ci,T2,Document refresh ~230s expected in SOURCEA-PRIORITY perf note,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0267.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0268,phase-s2-hub-build-ci,T2,Run seed_council_strategic_slice_v1 on build without flake,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0268.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0269,phase-s2-hub-build-ci,T2,Run import_founder_directives_v1 on build when jsonl rows exist,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0269.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0270,phase-s2-hub-build-ci,T2,Validate command-data.json and shell.json written atomically,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0270.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0271,phase-s2-hub-build-ci,T2,Compare build log fleet snapshot to scoreboard_payload live,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0271.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0272,phase-s2-hub-build-ci,T2,Reject duplicate panel build inside bowl during hub refresh,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0272.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0273,phase-s2-hub-build-ci,T2,Run validate-governance-drift-v1.sh in find_critical_bugs chain,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0273.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0274,phase-s2-hub-build-ci,T2,Add WTM future column guard in find_critical_bugs when hub up,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0274.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0275,phase-s2-hub-build-ci,T2,Append REPO_EXECUTION_LOGS/sourcea latest.yaml on CI pass,backlog,yes,prompts/phase-s2-hub-build-ci/T2/sa-0275.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0276,phase-s2-hub-build-ci,T3,Fix build-sina-command-panel _run_audit to invoke .sh via bash not python3,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0276.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0277,phase-s2-hub-build-ci,T3,Run SINA_AUDIT_STRICT=1 build; all audits must pass,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0277.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0278,phase-s2-hub-build-ci,T3,Run python3 find_critical_bugs.py — critical must be 0 with hub up,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0278.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0279,phase-s2-hub-build-ci,T3,Run python3 audit_backend_e2e.py including POST /refresh timeout 360s,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0279.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0280,phase-s2-hub-build-ci,T3,Dedupe refresh: SINA_SKIP_NESTED_BOWL + SINA_SKIP_PANEL_BUILD in pipeline,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0280.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0281,phase-s2-hub-build-ci,T3,Skip nested bowl.sh in update-program-progress when env skip set,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0281.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0282,phase-s2-hub-build-ci,T3,Add fleet scan timeout 120s in build-sina-daily-bowl refresh_fleet,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0282.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0283,phase-s2-hub-build-ci,T3,Log fleet snapshot nudges auto-green report gaps on build complete,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0283.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0284,phase-s2-hub-build-ci,T3,Run bash validate-verify-wire-v1.sh on build; bump P0-RUNRECEIPT 100%,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0284.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0285,phase-s2-hub-build-ci,T3,Run bash validate-spine-bridge-founder-v1.sh after graph executor seed,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0285.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0286,phase-s2-hub-build-ci,T3,Run python3 audit_agent_governance_e2e.py v6 eight agents,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0286.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0287,phase-s2-hub-build-ci,T3,Run audit_personal_db_layer_a.py non-strict on build,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0287.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0288,phase-s2-hub-build-ci,T3,Validate governance-fleet in strict build after eval live,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0288.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0289,phase-s2-hub-build-ci,T3,Ensure hub serve-sina-command.sh health on :13020 before E2E,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0289.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0290,phase-s2-hub-build-ci,T3,Cross-check find_critical_bugs hub_health curl :13020,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0290.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0291,phase-s2-hub-build-ci,T3,Harden audit_backend_e2e refresh intelligence_circle chat_messages check,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0291.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0292,phase-s2-hub-build-ci,T3,Document refresh ~230s expected in SOURCEA-PRIORITY perf note,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0292.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0293,phase-s2-hub-build-ci,T3,Run seed_council_strategic_slice_v1 on build without flake,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0293.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0294,phase-s2-hub-build-ci,T3,Run import_founder_directives_v1 on build when jsonl rows exist,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0294.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0295,phase-s2-hub-build-ci,T3,Validate command-data.json and shell.json written atomically,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0295.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0296,phase-s2-hub-build-ci,T3,Compare build log fleet snapshot to scoreboard_payload live,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0296.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0297,phase-s2-hub-build-ci,T3,Reject duplicate panel build inside bowl during hub refresh,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0297.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0298,phase-s2-hub-build-ci,T3,Run validate-governance-drift-v1.sh in find_critical_bugs chain,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0298.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0299,phase-s2-hub-build-ci,T3,Add WTM future column guard in find_critical_bugs when hub up,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0299.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0300,phase-s2-hub-build-ci,T3,Append REPO_EXECUTION_LOGS/sourcea latest.yaml on CI pass,backlog,yes,prompts/phase-s2-hub-build-ci/T3/sa-0300.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0,NOT_DONE
sa-0301,phase-s3-scoreboard-fleet,T0,Implement agent_scoreboard _auto_verify on auto_pass verified_by auto,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0301.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T04:20:00Z,OK _auto_verify verified_by=auto on 8 auto_pass rows · critical 0,NOT_DONE
sa-0302,phase-s3-scoreboard-fleet,T0,Expose fleet_auto_green_count in scoreboard_payload,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0302.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T04:30:00Z,OK fleet_auto_green_count=8 (sa-0302) · critical 0,NOT_DONE
sa-0303,phase-s3-scoreboard-fleet,T0,Backfill auto_verify in scoreboard_row when auto_pass and report exists,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0303.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T04:40:00Z,OK 8 rows backfilled verified_by=auto (sa-0303) · critical 0,NOT_DONE
sa-0304,phase-s3-scoreboard-fleet,T0,Set scoreboard tagline auto-checks green not ASF verify,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0304.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T04:50:00Z,OK scoreboard tagline auto-checks green not ASF verify (sa-0304) · critical 0,NOT_DONE
sa-0305,phase-s3-scoreboard-fleet,T0,Update app.js renderAgentScoreboard hero auto-green copy and gap banners,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0305.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T05:00:00Z,OK renderAgentScoreboard hero auto-green copy + gap banners (sa-0305) · critical 0,NOT_DONE
sa-0306,phase-s3-scoreboard-fleet,T0,Replace Verify Force buttons with Auto green pill when auto_pass,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0306.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker,2026-06-07T05:10:00Z,OK auto_pass Auto green pill replaces Verify/Force (sa-0306) · critical 0,NOT_DONE
sa-0307,phase-s3-scoreboard-fleet,T0,Show essayNudgeBanner on Today tab and Council room from essay_discourse,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0307.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T02:38:31Z,validate-essay-nudge-banner-v1 · renderEssayNudgeBanner Today+Council · essay_discourse,NOT_DONE
sa-0308,phase-s3-scoreboard-fleet,T0,Inject planner_bridge_ready first_action_id note in renderGraphExecutorPanel,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0308.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T02:40:43Z,validate-graph-executor-planner-bridge-v1 · planner_bridge_ready first_action_id note,NOT_DONE
sa-0309,phase-s3-scoreboard-fleet,T0,Run bash validate-governance-fleet-v1.sh — nudges and verify_gap SSOT,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0309.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T02:43:06Z,validate-governance-fleet-nudges-ssot-v1 · nudges+verify_gap SSOT,NOT_DONE
sa-0310,phase-s3-scoreboard-fleet,T0,Sync FR-007/010/011 shipped via founder_request_tracker sync_shipped_from_disk,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0310.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T02:45:18Z,validate-founder-request-fleet-sync-v1 · sync_shipped_from_disk FR-007/010/011 shipped,NOT_DONE
sa-0311,phase-s3-scoreboard-fleet,T0,Mark FR-008 in_progress until nudge_count <= 2,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0311.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T02:47:15Z,validate-founder-request-fleet-sync-v1 · FR-008 nudge_count<=2 shipped else in_progress · nudges 0,NOT_DONE
sa-0312,phase-s3-scoreboard-fleet,T0,Mark FR-009 shipped when auto_pass_count >= 6 not ASF verify count,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0312.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T02:49:40Z,validate-founder-request-fleet-sync-v1 · FR-009 auto_pass_count>=6 shipped · 8/8 auto_pass,NOT_DONE
sa-0313,phase-s3-scoreboard-fleet,T0,Remove ASF verified copy from workspace mirror scoreboard block,backlog,yes,prompts/phase-s3-scoreboard-fleet/T0/sa-0313.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-07T02:51:58Z,validate-workspace-mirror-scoreboard-v1 · auto-green machine copy · no ASF verify,NOT_DONE
