id,source_path,filename,ext,size_bytes,subject,field,spec_tier,status
ic-00687,Token/CA/MapleBridge_Master_Blueprint_FA_v1.1.docx,MapleBridge_Master_Blueprint_FA_v1.1.docx,.docx,39432,trustfield,ops,active,classified
ic-00688,Token/CA/MapleBridge_Banking_Readiness_Brief_FA_v1.0.docx,MapleBridge_Banking_Readiness_Brief_FA_v1.0.docx,.docx,37628,trustfield,marketing,active,classified
ic-00689,Token/CA/MapleBridge_Investor_OnePager_FA_v1.0.docx,MapleBridge_Investor_OnePager_FA_v1.0.docx,.docx,37551,investor,marketing,active,classified
ic-00690,Token/CA/MapleBridge_RACI_Matrix_v1.0.xlsx,MapleBridge_RACI_Matrix_v1.0.xlsx,.xlsx,5904,trustfield,ops,active,classified
ic-00691,Token/CA/MapleBridge_Budget_and_Roadmap_FA_v1.0.xlsx,MapleBridge_Budget_and_Roadmap_FA_v1.0.xlsx,.xlsx,7715,trustfield,ops,active,classified
ic-00692,Token/CA/WitnessBC_vs_Toonie_FA_v1.1.docx,WitnessBC_vs_Toonie_FA_v1.1.docx,.docx,37872,trustfield,ops,active,classified
ic-00693,Token/CA/WitnessBC_RACI_Matrix_v1.1.xlsx,WitnessBC_RACI_Matrix_v1.1.xlsx,.xlsx,5904,trustfield,ops,active,classified
ic-00694,Token/CA/Canada_Better_Crypto_Project_Blueprint_FA_v1.0.docx,Canada_Better_Crypto_Project_Blueprint_FA_v1.0.docx,.docx,41103,trustfield,ops,active,classified
ic-00695,Token/CA/WitnessBC_ComingSoon_EN_v1.0.html,WitnessBC_ComingSoon_EN_v1.0.html,.html,8992,trustfield,code,active,classified
ic-00696,Token/CA/WitnessBC_Investor_OnePager_FA_v1.1.docx,WitnessBC_Investor_OnePager_FA_v1.1.docx,.docx,37441,trustfield,marketing,active,classified
ic-00697,Token/CA/WitnessBC_Banking_Readiness_Brief_FA_v1.1.docx,WitnessBC_Banking_Readiness_Brief_FA_v1.1.docx,.docx,37344,trustfield,marketing,active,classified
ic-00698,Token/CA/WitnessBC_ComingSoon_EN_v1.1.html,WitnessBC_ComingSoon_EN_v1.1.html,.html,9004,trustfield,code,active,classified
ic-00699,Token/CA/WitnessBC_AML_Program_Skeleton_FA_v1.1.docx,WitnessBC_AML_Program_Skeleton_FA_v1.1.docx,.docx,37565,trustfield,ops,active,classified
ic-00700,Token/CA/WitnessBC_Master_Blueprint_FA_v1.2.docx,WitnessBC_Master_Blueprint_FA_v1.2.docx,.docx,38837,trustfield,ops,active,classified
ic-00701,Token/CA/MapleBridge_AML_Program_Skeleton_FA_v1.0.docx,MapleBridge_AML_Program_Skeleton_FA_v1.0.docx,.docx,37601,trustfield,ops,active,classified
ic-00702,Token/CA/WitnessCoin_Token_Design_Guidelines_FA_v1.0.docx,WitnessCoin_Token_Design_Guidelines_FA_v1.0.docx,.docx,37631,witness,ops,active,classified
ic-00703,Token/CA/WitnessBC_Budget_and_Roadmap_FA_v1.1.xlsx,WitnessBC_Budget_and_Roadmap_FA_v1.1.xlsx,.xlsx,7606,trustfield,ops,active,classified
ic-00704,Sina Business/—W/Noetfield_WitnessAI_Trust_Ledger_Pack_v1_1.docx,Noetfield_WitnessAI_Trust_Ledger_Pack_v1_1.docx,.docx,40392,noetfield,ops,active,classified
ic-00705,Sina Business/—W/Noetfield_WitnessAI_Appendix_Creds_GTM_Liability_v1_0.docx,Noetfield_WitnessAI_Appendix_Creds_GTM_Liability_v1_0.docx,.docx,38277,noetfield,ops,active,classified
ic-00706,Sina Business/—W/Witness_BC_Bridge_Operating_Plan_v1.docx,Witness_BC_Bridge_Operating_Plan_v1.docx,.docx,43071,trustfield,ops,active,classified
ic-00707,Sina Business/—W/Noetfield_WitnessAI_Trust_Ledger_Pack.docx,Noetfield_WitnessAI_Trust_Ledger_Pack.docx,.docx,39134,noetfield,ops,draft,classified
ic-00708,Sina Business/—W/Witness_BC_Bridge_Operating_Plan_v1.1_EN.docx,Witness_BC_Bridge_Operating_Plan_v1.1_EN.docx,.docx,40892,trustfield,ops,active,classified
ic-00709,Sina Business/—W/Witness_Before_Change_Foundation_Constitution_Pack.docx,Witness_Before_Change_Foundation_Constitution_Pack.docx,.docx,38071,witness,ops,draft,classified
ic-00710,Sina Business/Defi prompt /Regulated_Web3_Venture_Architect_MASTER_PROMPT_v1.0.docx,Regulated_Web3_Venture_Architect_MASTER_PROMPT_v1.0.docx,.docx,42321,sina_os,prompt,active,classified
ic-00711,Sina Business/Defi prompt /MASTER_PROMPT_v1.1_Multi-Expert_Orchestrator_Regulated_Web3_Venture.docx,MASTER_PROMPT_v1.1_Multi-Expert_Orchestrator_Regulated_Web3_Venture.docx,.docx,42015,sina_os,prompt,active,classified
ic-00712,Sina Business/Defi prompt /Regulated_Web3_Venture_Architect_QuickStart_v1.1.docx,Regulated_Web3_Venture_Architect_QuickStart_v1.1.docx,.docx,42343,sina_os,prompt,active,classified
ic-00713,Sina Business/Defi prompt /Regulated_Web3_Venture_Architect_v1.0.docx,Regulated_Web3_Venture_Architect_v1.0.docx,.docx,43282,sina_os,prompt,active,classified
ic-00714,Sina Business/Agent AI/Agent_برای_GitHub_Pages.docx,Agent_برای_GitHub_Pages.docx,.docx,37938,sina_os,ops,draft,classified
ic-00715,Sina Business/Agent AI/‎⁨راهنمای_سریع_Source_to_GitHub_Pages⁩.docx,‎⁨راهنمای_سریع_Source_to_GitHub_Pages⁩.docx,.docx,38770,sina_os,ops,draft,classified
ic-00716,Sina Business/Newthings/TrustCenterKit-Site-Pack-v1.3.zip,TrustCenterKit-Site-Pack-v1.3.zip,.zip,58937,noetfield,code,active,classified
ic-00717,Sina Business/Newthings/‎⁨تحقیق-جستجوهای-روزانه-BC-RTB⁩.docx,‎⁨تحقیق-جستجوهای-روزانه-BC-RTB⁩.docx,.docx,39562,noetfield,ops,draft,classified
ic-00718,Sina Business/Newthings/TrustCenterKit_LandingPack_v1.0_FA.docx,TrustCenterKit_LandingPack_v1.0_FA.docx,.docx,42841,noetfield,marketing,active,classified
ic-00719,Sina Business/Newthings/noetfield-hvac-launch-kit-quick-start-v1.0.docx,noetfield-hvac-launch-kit-quick-start-v1.0.docx,.docx,37518,noetfield,ops,active,classified
ic-00720,Sina Business/Newthings/AgenticOps_Partner_Model_DplusC_v1.6.docx,AgenticOps_Partner_Model_DplusC_v1.6.docx,.docx,37677,noetfield,ops,active,classified
ic-00721,Sina Business/Newthings/AgenticOps_Studio_v1.0.docx,AgenticOps_Studio_v1.0.docx,.docx,39449,noetfield,ops,active,classified
ic-00722,Sina Business/Newthings/noetfield-hvac-ai-receptionist-v1.2.docx,noetfield-hvac-ai-receptionist-v1.2.docx,.docx,41112,noetfield,ops,active,classified
ic-00723,Sina Business/Newthings/WitnessBC_Pro_Corrections-Update-Protocol_v2025.12.26.6_A4.pdf,WitnessBC_Pro_Corrections-Update-Protocol_v2025.12.26.6_A4.pdf,.pdf,13891,trustfield,spec,active,classified
ic-00724,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0.zip,noetfield-hvac-launch-kit-v1.0.zip,.zip,19630,noetfield,code,active,classified
ic-00725,Sina Business/Newthings/AgenticOps_Partner_Model_DplusC_v1.4.docx,AgenticOps_Partner_Model_DplusC_v1.4.docx,.docx,37609,noetfield,ops,active,classified
ic-00726,Sina Business/Newthings/AgenticOps_Partner_Model_DplusC_v2.1.docx,AgenticOps_Partner_Model_DplusC_v2.1.docx,.docx,37800,noetfield,ops,active,classified
ic-00727,Sina Business/Newthings/WitnessBC_Pro_Corrections-Update-Protocol_v2025.12.26.6_Letter.pdf,WitnessBC_Pro_Corrections-Update-Protocol_v2025.12.26.6_Letter.pdf,.pdf,13691,trustfield,spec,active,classified
ic-00728,Sina Business/Newthings/trustcenterkit-site-v1.0.0.zip,trustcenterkit-site-v1.0.0.zip,.zip,17527,noetfield,code,active,classified
ic-00729,Sina Business/Newthings/AgenticOps_Partner_Model_DplusC_v1.5.docx,AgenticOps_Partner_Model_DplusC_v1.5.docx,.docx,37598,noetfield,ops,active,classified
ic-00730,Sina Business/Newthings/HVAC_Funnel_Benchmark_Checklist_v1.0.docx,HVAC_Funnel_Benchmark_Checklist_v1.0.docx,.docx,43265,noetfield,ops,active,classified
ic-00731,Sina Business/Newthings/AgenticOps_Partner_Model_DplusC_v1.2.docx,AgenticOps_Partner_Model_DplusC_v1.2.docx,.docx,38760,noetfield,ops,active,classified
ic-00732,Sina Business/Newthings/RTB_4Page_Static_SEO_Funnel.docx,RTB_4Page_Static_SEO_Funnel.docx,.docx,39317,noetfield,ops,draft,classified
ic-00733,Sina Business/Newthings/Local_Business_Website_Conversion_Pack_v1.0.docx,Local_Business_Website_Conversion_Pack_v1.0.docx,.docx,37885,noetfield,ops,active,classified
ic-00734,Sina Business/Newthings/AgenticOps_Partner_Track_v1.1.docx,AgenticOps_Partner_Track_v1.1.docx,.docx,39478,noetfield,ops,active,classified
ic-00735,Sina Business/Newthings/SaaS_Site_Benchmark_Checklist_v1.2.docx,SaaS_Site_Benchmark_Checklist_v1.2.docx,.docx,41503,noetfield,ops,active,classified
ic-00736,Sina Business/Newthings/BC-Tenancy-Fast-Pack-Landing-Copy-v1.0.docx,BC-Tenancy-Fast-Pack-Landing-Copy-v1.0.docx,.docx,39914,noetfield,marketing,active,classified
ic-00737,Sina Business/Newthings/AgenticOps_Partner_Model_DplusC_v1.3.docx,AgenticOps_Partner_Model_DplusC_v1.3.docx,.docx,37417,noetfield,ops,active,classified
ic-00738,Sina Business/Products/Daily_Control_Pack_v1.docx,Daily_Control_Pack_v1.docx,.docx,41478,noetfield,ops,active,classified
ic-00739,Sina Business/Products/Daily_Control_Pack_v1 (2).pdf,Daily_Control_Pack_v1 (2).pdf,.pdf,230609,noetfield,ops,archive,classified
ic-00740,Sina Business/IR IT/Level_C_Inner_Voice_Pack_FA_IR_v1.docx,Level_C_Inner_Voice_Pack_FA_IR_v1.docx,.docx,38956,noetfield,ops,active,classified
ic-00741,Sina Business/IR IT/Prompt_Pack_Summary_Additions_FA_IR_v1.docx,Prompt_Pack_Summary_Additions_FA_IR_v1.docx,.docx,39096,sina_os,ops,active,classified
ic-00742,Sina Business/IR IT/Landing_Copy_FA_IR_User_Simple_v1.docx,Landing_Copy_FA_IR_User_Simple_v1.docx,.docx,38075,noetfield,marketing,active,classified
ic-00743,Sina Business/IR IT/MVP_Investor_Brief_FA_IR_v1.docx,MVP_Investor_Brief_FA_IR_v1.docx,.docx,40560,investor,marketing,active,classified
ic-00744,Sina Business/IR IT/Prompt_Architecture_Pack_v1.0_FA_IR.docx,Prompt_Architecture_Pack_v1.0_FA_IR.docx,.docx,41556,sina_os,spec,active,classified
ic-00745,Sina Business/IR IT/MVP_Spec_FA_IR_v1.docx,MVP_Spec_FA_IR_v1.docx,.docx,40470,noetfield,spec,active,classified
ic-00746,Sina Business/IR IT/MVP_Exec_Pack_FA_IR_v1.1.docx,MVP_Exec_Pack_FA_IR_v1.1.docx,.docx,40622,noetfield,ops,active,classified
ic-00747,Sina Business/IR IT/Master_Platform_Blueprint_FA_IR_v1.docx,Master_Platform_Blueprint_FA_IR_v1.docx,.docx,41578,noetfield,ops,active,classified
ic-00748,Sina Business/IR IT/Visitor_Outcomes_And_Ads_FA_IR_v1.docx,Visitor_Outcomes_And_Ads_FA_IR_v1.docx,.docx,40212,noetfield,ops,active,classified
ic-00749,Sina Business/Brand/Witnex_Investor_OnePager.docx,Witnex_Investor_OnePager.docx,.docx,37182,noetfield,marketing,draft,classified
ic-00750,Sina Business/Brand/‎⁨معرفی‌های_چندگانه_سینا_K_Nezhad⁩.docx,‎⁨معرفی‌های_چندگانه_سینا_K_Nezhad⁩.docx,.docx,37989,noetfield,ops,draft,classified
ic-00751,Sina Business/Brand/Witnex_Tier1_Website_Checklist_EN.docx,Witnex_Tier1_Website_Checklist_EN.docx,.docx,40522,noetfield,ops,draft,classified
ic-00752,Sina Business/Resume/Sina_K_Nezhad_Board_Profile.docx,Sina_K_Nezhad_Board_Profile.docx,.docx,38114,personal,ops,draft,classified
ic-00753,Sina Business/Resume/Sina_LinkedIn_Optimization_v1.docx,Sina_LinkedIn_Optimization_v1.docx,.docx,40120,personal,marketing,active,classified
ic-00754,Sina Business/Resume/BridgeMarket_Platform_Spec_and_Legal_Roadmap_v1_2025-10-18.docx,BridgeMarket_Platform_Spec_and_Legal_Roadmap_v1_2025-10-18.docx,.docx,39845,personal,legal,active,classified
ic-00755,Sina Business/Resume/upwork_gov_contracting_cover_letter_and_video_script.docx,upwork_gov_contracting_cover_letter_and_video_script.docx,.docx,38883,personal,legal,draft,classified
ic-00756,Sina Business/Resume/Sina_K_Nezhad_Sales_Comp_Consultant_Upwork_Package.docx,Sina_K_Nezhad_Sales_Comp_Consultant_Upwork_Package.docx,.docx,40110,personal,ops,draft,classified
ic-00757,Sina Business/Resume/AI_Trust_Snapshot_Quiz_Blueprint.docx,AI_Trust_Snapshot_Quiz_Blueprint.docx,.docx,39194,personal,ops,draft,classified
ic-00758,Sina Business/Resume/LinkedIn_Authority_Profile_V2_Sina_K_Nezhad.docx,LinkedIn_Authority_Profile_V2_Sina_K_Nezhad.docx,.docx,39550,personal,marketing,active,classified
ic-00759,Sina Business/Resume/LinkedIn_Authority_Profile_V1_Sina_K_Nezhad.docx,LinkedIn_Authority_Profile_V1_Sina_K_Nezhad.docx,.docx,39642,personal,marketing,active,classified
ic-00760,Sina Business/Resume/Sina_K_Nezhad_Gov_Contracting_Tracker_Sample.docx,Sina_K_Nezhad_Gov_Contracting_Tracker_Sample.docx,.docx,37938,personal,legal,draft,classified
ic-00761,Sina Business/Resume/Sina_K_Nezhad_Sales_Comp_Consultant_Upwork_Package_REAL.docx,Sina_K_Nezhad_Sales_Comp_Consultant_Upwork_Package_REAL.docx,.docx,40764,personal,ops,draft,classified
ic-00762,Sina Business/Resume/AI_Trust_Infrastructure_Summary.docx,AI_Trust_Infrastructure_Summary.docx,.docx,40837,personal,ops,draft,classified
ic-00763,Sina Business/Resume/20_site_builder_ideas_fa.docx,20_site_builder_ideas_fa.docx,.docx,39608,personal,ops,draft,classified
ic-00764,Sina Business/Resume/AI_Governance_Generic_Application_Pack.docx,AI_Governance_Generic_Application_Pack.docx,.docx,39823,personal,legal,draft,classified
ic-00765,Sina Business/Resume/Noetfield_Three_Layer_Structure_and_Bridge_Notes.docx,Noetfield_Three_Layer_Structure_and_Bridge_Notes.docx,.docx,40660,noetfield,ops,draft,classified
ic-00766,Sina Business/Resume/Elite_Identity_Package_Phase_A_Sina_K_Nezhad.docx,Elite_Identity_Package_Phase_A_Sina_K_Nezhad.docx,.docx,37620,personal,ops,draft,classified
ic-00767,Sina Business/Resume/Sina_K_Nezhad_Resume_BD_AI_20251024_025132.docx,Sina_K_Nezhad_Resume_BD_AI_20251024_025132.docx,.docx,38106,personal,ops,draft,classified
ic-00768,Sina Business/Resume/Sina_K_Nezhad_Resume_.docx,Sina_K_Nezhad_Resume_.docx,.docx,38764,personal,ops,draft,classified
ic-00769,Sina Business/Resume/Sina_K_Nezhad_Board_Bio.docx,Sina_K_Nezhad_Board_Bio.docx,.docx,37746,investor,ops,draft,classified
ic-00770,Sina Business/Resume/SinaKNezhad_Resume_FR.docx,SinaKNezhad_Resume_FR.docx,.docx,38257,personal,ops,draft,classified
ic-00771,Sina Business/Resume/MSA_Draft_Noetfield_AI_Trust.docx,MSA_Draft_Noetfield_AI_Trust.docx,.docx,40273,noetfield,ops,draft,classified
ic-00772,Sina Business/Resume/Perplexity_Trust_Ledger_Concept_Note.docx,Perplexity_Trust_Ledger_Concept_Note.docx,.docx,39336,personal,ops,draft,classified
ic-00773,Sina Business/Resume/government_contracting_sample_tracker_and_sop.docx,government_contracting_sample_tracker_and_sop.docx,.docx,39148,personal,legal,draft,classified
ic-00774,Sina Business/Resume/CMS_Sample_Deliverables_Pack_20251017_190526.docx,CMS_Sample_Deliverables_Pack_20251017_190526.docx,.docx,38989,personal,ops,draft,classified
ic-00775,Sina Business/Resume/Sina_K_Nezhad_Resume_Hydrogene_Quebec_Tailored.docx,Sina_K_Nezhad_Resume_Hydrogene_Quebec_Tailored.docx,.docx,39681,personal,ops,draft,classified
ic-00776,Sina Business/Resume/SinaKNezhad_Resume_FR_Cloud_FINAL.docx,SinaKNezhad_Resume_FR_Cloud_FINAL.docx,.docx,38555,personal,ops,draft,classified
ic-00777,Sina Business/Resume/upwork_gov_contracting_strategy_fa_en.docx,upwork_gov_contracting_strategy_fa_en.docx,.docx,39669,personal,legal,draft,classified
ic-00778,Sina Business/Resume/LinkedIn_Outreach_Playbook_Omnirion_BridgeMarket_v1.0.docx,LinkedIn_Outreach_Playbook_Omnirion_BridgeMarket_v1.0.docx,.docx,39399,personal,marketing,active,classified
ic-00779,Sina Business/Resume/Sina_K_Nezhad_Resume_Marketing_Assistant.docx,Sina_K_Nezhad_Resume_Marketing_Assistant.docx,.docx,37816,personal,ops,draft,classified
ic-00780,Sina Business/Resume/SIPHEN_Brain_OS_Discovery_and_v0_1_Spec_2025-10-18.docx,SIPHEN_Brain_OS_Discovery_and_v0_1_Spec_2025-10-18.docx,.docx,39891,personal,spec,active,classified
ic-00781,Sina Business/Resume/Sina_K_Nezhad_Bid_Award_Invoice_Workflow_SOP.docx,Sina_K_Nezhad_Bid_Award_Invoice_Workflow_SOP.docx,.docx,38365,personal,finance,draft,classified
ic-00782,Sina Business/Resume/AI_Trust_Sprint_Master_Summary.docx,AI_Trust_Sprint_Master_Summary.docx,.docx,41392,personal,ops,draft,classified
ic-00783,Sina Business/Resume/Noetfield_MVP_3Layer_Plan.docx,Noetfield_MVP_3Layer_Plan.docx,.docx,40189,noetfield,ops,draft,classified
ic-00784,Sina Business/Resume/Omnirion_Capital_and_Structure_Playbook_v1_2025-10-18.docx,Omnirion_Capital_and_Structure_Playbook_v1_2025-10-18.docx,.docx,40481,personal,ops,active,classified
ic-00785,Sina Business/Resume/SOW_Template_AI_Trust_Sprint.docx,SOW_Template_AI_Trust_Sprint.docx,.docx,39011,personal,ops,draft,classified
ic-00786,Sina Business/Resume/SinaKNezhad_Resume.docx,SinaKNezhad_Resume.docx,.docx,38057,personal,ops,draft,classified
ic-00787,Sina Business/Resume/Sina_K_Nezhad_Resume.docx,Sina_K_Nezhad_Resume.docx,.docx,38769,personal,ops,draft,classified
ic-00788,Sina Business/Resume/noetfield_eu_node_mou_v0_1.docx,noetfield_eu_node_mou_v0_1.docx,.docx,38928,noetfield,ops,active,classified
ic-00789,Sina Business/Resume/Noetfield_Note_1_Minimal_Viable_AI_Governance_Stack.docx,Noetfield_Note_1_Minimal_Viable_AI_Governance_Stack.docx,.docx,41825,noetfield,spec,draft,classified
ic-00790,Sina Business/Resume/SinaKNezhad_CloudAI_Resume.docx,SinaKNezhad_CloudAI_Resume.docx,.docx,38397,personal,ops,draft,classified
ic-00791,Sina Business/Resume/noetfield_global_node_charter_v0_1.docx,noetfield_global_node_charter_v0_1.docx,.docx,39230,noetfield,legal,active,classified
ic-00792,Sina Business/Resume/Sina_K_Nezhad_Resume_Perplexity_Builder_One_Page.docx,Sina_K_Nezhad_Resume_Perplexity_Builder_One_Page.docx,.docx,38777,personal,ops,draft,classified
ic-00793,Sina Business/Oracle/WitnessGrid_v2.1_Comparison_Selection.docx,WitnessGrid_v2.1_Comparison_Selection.docx,.docx,39407,witness,ops,active,classified
ic-00794,Sina Business/Oracle/WitnessGrid_AI_StartupPlan_FA_v1.docx,WitnessGrid_AI_StartupPlan_FA_v1.docx,.docx,41769,witness,ops,active,classified
ic-00795,Sina Business/Oracle/WitnessGrid_Tri_Comparison_v2.2.docx,WitnessGrid_Tri_Comparison_v2.2.docx,.docx,41099,witness,ops,active,classified
ic-00796,Sina Business/Oracle/WitnessGrid_Critique_v2.docx,WitnessGrid_Critique_v2.docx,.docx,41245,witness,ops,active,classified
ic-00797,Sina Business/Oracle/WitnessGrid_Critique_v1.docx,WitnessGrid_Critique_v1.docx,.docx,42258,witness,ops,active,classified
ic-00798,Sina Business/Oracle/WitnessGrid_Critique_v2 2.docx,WitnessGrid_Critique_v2 2.docx,.docx,41537,witness,ops,active,classified
ic-00799,Sina Business/Oracle/WitnessGrid_Plan_v2_FA.docx,WitnessGrid_Plan_v2_FA.docx,.docx,41730,witness,ops,active,classified
ic-00800,Sina Business/Primepath/PrimePath_US_Clients_Section_v2.docx,PrimePath_US_Clients_Section_v2.docx,.docx,39019,virlux,ops,active,classified
ic-00801,Sina Business/Primepath/PrimePath_FAQ_Investors_40plus.docx,PrimePath_FAQ_Investors_40plus.docx,.docx,39675,virlux,ops,draft,classified
ic-00802,Sina Business/Primepath/PrimePath_US_Clients_Section.docx,PrimePath_US_Clients_Section.docx,.docx,38547,virlux,ops,draft,classified
ic-00803,Sina Business/Primepath/PrimePath_Core_Presentation_Under_Cenatune.docx,PrimePath_Core_Presentation_Under_Cenatune.docx,.docx,40219,virlux,ops,draft,classified
ic-00804,Sina Business/Primepath/PrimePath_CapitalRange_And_ProductLadder_10k_200k.docx,PrimePath_CapitalRange_And_ProductLadder_10k_200k.docx,.docx,38838,virlux,ops,draft,classified
ic-00805,Sina Business/ Noetfield Systems Inc – Corporate Records/Noetfield_Inc_Initial_Director_Resolutions_NoDate_Business_Activities_v2.docx,Noetfield_Inc_Initial_Director_Resolutions_NoDate_Business_Activities_v2.docx,.docx,38398,noetfield,legal,active,classified
ic-00806,Sina Business/ Noetfield Systems Inc – Corporate Records/Noetfield_Inc_Incorporation_Agreement.docx,Noetfield_Inc_Incorporation_Agreement.docx,.docx,37669,noetfield,legal,draft,classified
ic-00807,Sina Business/ Noetfield Systems Inc – Corporate Records/INITIAL WRITTEN RESOLUTIONS OF THE DIRECTOR.docx,INITIAL WRITTEN RESOLUTIONS OF THE DIRECTOR.docx,.docx,15128,noetfield,legal,draft,classified
ic-00808,Sina Business/ Noetfield Systems Inc – Corporate Records/INCORPORATION AGREEMENT.docx,INCORPORATION AGREEMENT.docx,.docx,14592,noetfield,legal,draft,classified
ic-00809,Sina Business/ Noetfield Systems Inc – Corporate Records/Noetfield_Inc_Share_Certificate_No_1.docx,Noetfield_Inc_Share_Certificate_No_1.docx,.docx,36952,noetfield,legal,draft,classified
ic-00810,Sina Business/ Noetfield Systems Inc – Corporate Records/ColinReport 2.pdf,ColinReport 2.pdf,.pdf,150765,noetfield,legal,draft,classified
ic-00811,Sina Business/ Noetfield Systems Inc – Corporate Records/Noetfield_Inc_Securities_Register_Template.docx,Noetfield_Inc_Securities_Register_Template.docx,.docx,37078,noetfield,legal,draft,classified
ic-00812,Sina Business/ Noetfield Systems Inc – Corporate Records/Noetfield_Inc_Initial_Director_Resolutions.docx,Noetfield_Inc_Initial_Director_Resolutions.docx,.docx,37991,noetfield,legal,draft,classified
ic-00813,Sina Business/ Noetfield Systems Inc – Corporate Records/SHARE CERTIFICATE NO. 1.docx,SHARE CERTIFICATE NO. 1.docx,.docx,13910,noetfield,legal,draft,classified
ic-00814,Sina Business/ Noetfield Systems Inc – Corporate Records/CompanyDocuments.pdf,CompanyDocuments.pdf,.pdf,294633,noetfield,legal,draft,classified
ic-00815,Sina Business/ Noetfield Systems Inc – Corporate Records/ColinReport.pdf,ColinReport.pdf,.pdf,148725,noetfield,legal,draft,classified
ic-00816,Sina Business/Canada MVp/Phase2_Build_Map_MVP_Canada_v1.2_with_Retarget_and_DecisionAppendix.docx,Phase2_Build_Map_MVP_Canada_v1.2_with_Retarget_and_DecisionAppendix.docx,.docx,40167,noetfield,ops,active,classified
ic-00817,Sina Business/Canada MVp/MVP_Canada_v1.1_Execution_Pack.docx,MVP_Canada_v1.1_Execution_Pack.docx,.docx,39224,noetfield,ops,active,classified
ic-00818,Sina Business/Canada MVp/AI_Automation_Roadmap_CAD_v1.0.docx,AI_Automation_Roadmap_CAD_v1.0.docx,.docx,41837,noetfield,ops,active,classified
ic-00819,Sina Business/Canada MVp/Phase2_Build_Map_MVP_Canada_v1.1.docx,Phase2_Build_Map_MVP_Canada_v1.1.docx,.docx,39518,noetfield,ops,active,classified
ic-00820,Sina Business/AI/ai_visual_story_studio_full_roadmap_tables.docx,ai_visual_story_studio_full_roadmap_tables.docx,.docx,40882,noetfield,ops,draft,classified
ic-00821,Sina Business/AI/ai_headshot_outfit_studio_business_plan.docx,ai_headshot_outfit_studio_business_plan.docx,.docx,39835,noetfield,ops,draft,classified
ic-00822,Sina Business/AI/ai_visual_story_studio_business_plan.docx,ai_visual_story_studio_business_plan.docx,.docx,40086,noetfield,ops,draft,classified
ic-00823,Sina Business/Story /Az_Rishe_Ta_Setareh_Workbook_FA.docx,Az_Rishe_Ta_Setareh_Workbook_FA.docx,.docx,38280,noetfield,ops,draft,classified
ic-00824,Sina Business/Story /Awakening_Systems_Story_FA.docx,Awakening_Systems_Story_FA.docx,.docx,40457,noetfield,ops,draft,classified
ic-00825,Sina Business/Story /Az_Rishe_Ta_Setareh_Landing_FA.docx,Az_Rishe_Ta_Setareh_Landing_FA.docx,.docx,38432,noetfield,marketing,draft,classified
ic-00826,Sina Business/Story /Az_Rishe_Ta_Setareh_eBook_FA.docx,Az_Rishe_Ta_Setareh_eBook_FA.docx,.docx,41419,noetfield,ops,draft,classified
ic-00827,Sina Business/Story /Stillness_Then_the_Map_Commercial_eBook.docx,Stillness_Then_the_Map_Commercial_eBook.docx,.docx,42186,noetfield,ops,draft,classified
ic-00828,Sina Business/Noetfield/board-memo.pdf,board-memo.pdf,.pdf,13094,noetfield,ops,draft,classified
ic-00829,Sina Business/Noetfield/Noetfield_Trust_Ledger_Sample_Board_Memo_v2.pdf,Noetfield_Trust_Ledger_Sample_Board_Memo_v2.pdf,.pdf,25981,noetfield,ops,active,classified
ic-00830,Sina Business/Noetfield/noetfield_summary_fa.docx,noetfield_summary_fa.docx,.docx,38910,noetfield,ops,draft,classified
ic-00831,Sina Business/Noetfield/Noetfield_Monetization_Stack_v1.docx,Noetfield_Monetization_Stack_v1.docx,.docx,38684,noetfield,ops,active,classified
ic-00832,Sina Business/Noetfield/noetfield_site_plan_v1.docx,noetfield_site_plan_v1.docx,.docx,37894,noetfield,ops,active,classified
ic-00833,Sina Business/Noetfield/noetfield_gate_protocol_procurement_ready_v1_1.docx,noetfield_gate_protocol_procurement_ready_v1_1.docx,.docx,41572,noetfield,spec,active,classified
ic-00834,Sina Business/Noetfield/ledger-entry.pdf,ledger-entry.pdf,.pdf,6578,noetfield,ops,draft,classified
ic-00835,Sina Business/Noetfield/Noetfield_AI_Governance_Security_Playbook_Board_Sales_v1.1.pdf,Noetfield_AI_Governance_Security_Playbook_Board_Sales_v1.1.pdf,.pdf,22935,noetfield,spec,active,classified
ic-00836,Sina Business/Noetfield/noetfield_trust_brief_and_ledger_templates_v01.docx,noetfield_trust_brief_and_ledger_templates_v01.docx,.docx,39522,noetfield,marketing,active,classified
ic-00837,Sina Business/Noetfield/noetfield-invoice-template-2026.docx,noetfield-invoice-template-2026.docx,.docx,38880,noetfield,finance,draft,classified
ic-00838,Sina Business/Noetfield/favicon.ico,favicon.ico,.ico,15654,noetfield,ops,draft,classified
ic-00839,Sina Business/Noetfield/trust-ledger-sample 2.pdf,trust-ledger-sample 2.pdf,.pdf,4090,noetfield,ops,draft,classified
ic-00840,Sina Business/Noetfield/noetfield-favicon-512.png,noetfield-favicon-512.png,.png,7704,noetfield,ops,draft,classified
ic-00841,Sina Business/Noetfield/e5992f4e-cb7a-4555-bb90-2d72a498ca30.JPG,e5992f4e-cb7a-4555-bb90-2d72a498ca30.JPG,.jpg,216364,noetfield,ops,draft,classified
ic-00842,Sina Business/Noetfield/Noetfield_Proposal_Pack_v1.docx,Noetfield_Proposal_Pack_v1.docx,.docx,44683,noetfield,ops,active,classified
